Date,Open,High,Low,Close,Volume,OpenInt
2023-12-14,23.19,24.121,22.815,23.49,44476,76
2023-12-14,23.077,23.559,22.647,22.775,6967,1939
2023-12-14,24.526,24.787,24.083,24.752,31734,9687
2023-12-14,23.681,24.484,23.63,23.728,12756,9055
2023-12-14,23.011,23.833,22.149,23.126,45156,5538
2023-12-14,24.901,25.376,24.312,24.829,1361,2321
2023-12-14,23.391,24.136,23.224,23.595,28517,9364
2023-12-14,24.277,24.627,23.399,24.026,35037,8332
2023-12-14,24.494,25.427,24.035,24.835,14823,794
2023-12-14,24.967,25.209,24.475,24.498,36933,6978
2023-12-14,24.546,24.786,24.177,24.308,8493,3607
2023-12-14,23.873,24.02,23.768,23.812,12889,8612
2023-12-14,23.033,23.3,22.039,22.36,4415,6042
2023-12-14,23.64,24.147,22.925,23.621,17582,7536
2023-12-14,23.766,24.63,22.867,24.067,49793,2126
2023-12-14,24.047,24.839,23.26,23.658,8260,5026
2023-12-14,24.576,25.146,24.042,24.632,18316,4690
2023-12-14,24.104,24.932,24.006,24.73,12268,5770
2023-12-14,23.944,24.427,22.96,23.328,17056,5909
2023-12-14,24.712,25.285,24.562,24.981,31863,3002
2023-12-14,24.857,25.284,24.699,24.846,48987,3018
2023-12-14,23.169,23.342,22.409,22.568,4119,4500
2023-12-14,24.955,25.224,24.55,24.563,6297,9393
2023-12-14,24.23,24.796,23.845,24.696,43867,6260
2023-12-14,23.441,23.937,23.043,23.776,22337,9226
2023-12-14,23.948,24.452,23.892,24.353,4471,4280
2023-12-14,23.039,23.218,22.757,22.871,13395,3121
2023-12-14,23.219,23.438,22.303,22.631,2204,7940
2023-12-14,24.076,24.61,23.222,23.234,14157,6606
2023-12-14,23.681,24.023,23.245,23.617,22742,4339
2023-12-14,24.459,25.186,23.846,24.902,25623,2642
2023-12-14,23.849,24.529,23.471,24.047,20856,7075
2023-12-14,24.789,25.744,24.184,24.876,34162,5128
2023-12-14,24.138,24.419,23.779,24.291,5340,1837
2023-12-14,23.16,24.099,22.946,23.598,38343,9508
2023-12-14,23.081,23.178,22.85,23.112,40979,6722
2023-12-14,23.172,24.112,22.559,23.035,27375,7647
2023-12-14,23.941,24.627,23.512,24.086,43866,8964
2023-12-14,23.185,23.403,22.428,23.203,4980,2675
2023-12-14,24.968,25.06,24.635,25.05,6001,7374
2023-12-14,23.692,24.343,22.786,22.998,6558,6096
2023-12-14,24.549,24.742,24.189,24.444,42222,4728
2023-12-14,24.605,24.73,24.101,24.111,48036,4874
2023-12-14,24.35,25.345,23.825,24.778,34343,5906
2023-12-14,23.169,23.817,22.558,23.638,1971,1964
2023-12-14,24.939,25.85,24.191,24.443,3682,4638
2023-12-14,23.689,23.868,23.204,23.274,13339,7355
2023-12-14,23.098,23.291,22.896,23.211,30799,2748
2023-12-14,23.047,23.935,22.585,23.055,23944,6221
2023-12-14,23.554,24.089,23.39,23.728,44940,3060
2023-12-14,23.652,24.232,23.047,23.243,44136,2200
2023-12-14,23.116,23.399,22.42,22.475,19727,7466
2023-12-14,23.359,23.894,23.104,23.272,18174,1710
2023-12-14,24.113,24.454,23.245,24.257,46195,2515
2023-12-14,23.271,23.416,23.074,23.121,6313,7062
2023-12-14,23.445,23.864,22.493,22.594,8451,1417
2023-12-14,23.157,23.986,23.027,23.693,37696,6008
2023-12-14,24.809,25.37,23.862,24.527,8888,4010
2023-12-14,23.04,23.405,22.96,22.984,29383,8978
2023-12-14,24.53,25.511,23.916,24.359,32430,2247
2023-12-14,24.204,25.053,24.003,24.099,16444,9559
2023-12-14,24.405,24.648,23.998,24.322,26432,830
2023-12-14,23.393,23.79,22.907,23.12,6467,4184
2023-12-14,23.5,23.534,23.269,23.463,4538,6871
2023-12-14,24.245,24.685,23.788,23.989,10496,4143
2023-12-14,23.575,23.607,22.782,23.422,22604,9482
2023-12-14,24.753,25.438,24.229,25.335,37120,2020
2023-12-14,23.155,23.376,22.832,23.12,36811,4585
2023-12-14,23.046,23.579,22.429,23.35,49881,3641
2023-12-14,24.97,25.357,24.778,25.126,4295,9037
2023-12-14,24.441,25.029,23.796,24.395,48747,7180
2023-12-14,23.932,23.971,23.668,23.729,13768,5408
2023-12-14,24.565,25.333,24.096,24.97,33569,740
2023-12-14,23.959,24.064,23.68,23.889,32773,2067
2023-12-14,24.749,25.132,24.496,24.839,20115,8423
2023-12-14,24.961,25.06,24.403,24.883,3848,7835
2023-12-14,24.107,24.982,23.839,24.741,36083,3857
2023-12-14,24.322,24.964,23.804,24.334,42880,3105
2023-12-14,23.301,23.554,22.402,22.818,49282,9359
2023-12-14,24.668,25.507,24.212,24.979,37723,9528
2023-12-14,24.194,24.3,23.314,23.419,42764,7900
2023-12-14,24.226,24.477,23.583,24.415,9808,1854
2023-12-14,23.893,24.197,23.875,24.031,8905,9258
2023-12-14,24.891,24.964,24.193,24.636,34429,2898
2023-12-14,24.405,24.564,23.791,24.301,17760,9726
2023-12-14,24.493,25.49,23.559,24.311,49819,9597
2023-12-14,24.74,25.298,23.927,24.357,7726,6592
2023-12-14,24.328,24.504,23.945,24.244,16707,6512
2023-12-14,24.852,25.565,24.069,24.576,17718,7864
2023-12-14,23.506,23.976,22.869,23.802,38935,7813
2023-12-14,23.199,24.005,22.481,22.692,7635,1033
2023-12-14,23.232,23.301,22.298,22.652,9875,5568
2023-12-14,24.906,25.639,24.844,25.17,35575,8307
2023-12-14,23.686,24.352,23.163,23.609,14597,9023
2023-12-14,24.758,25.019,23.863,24.174,4049,4744
2023-12-14,23.159,23.831,22.676,22.77,35868,7398
2023-12-14,24.959,25.055,24.154,24.618,45477,2634
2023-12-14,23.53,23.868,23.206,23.441,43506,2768
2023-12-14,23.991,24.93,23.015,24.77,23699,1299
2023-12-14,24.31,24.334,23.575,23.668,28413,9306
2023-12-14,23.38,24.24,22.718,22.759,19116,4604
2023-12-14,23.806,24.301,23.405,23.909,26136,5737
2023-12-14,23.093,23.756,22.823,23.447,7339,3973
2023-12-14,23.48,24.272,23.158,23.802,11094,2851
2023-12-14,24.185,24.975,23.932,24.249,6996,4375
2023-12-14,24.998,25.659,24.375,24.64,35875,1139
2023-12-14,23.168,23.419,23.012,23.295,22308,8754
2023-12-14,24.717,25.371,24.613,25.023,49825,1301
2023-12-14,24.548,25.118,23.994,24.674,7694,5273
2023-12-14,24.966,24.981,24.588,24.947,45410,9932
2023-12-14,23.63,24.304,22.711,23.503,28111,8960
2023-12-14,24.303,25.175,24.142,24.883,18704,6833
2023-12-14,23.468,23.841,22.836,22.9,30216,7686
2023-12-14,24.488,25.089,24.087,24.733,43551,7589
2023-12-14,23.789,23.86,23.103,23.359,20612,4876
2023-12-14,24.406,24.7,23.746,24.209,13955,9531
2023-12-14,23.521,23.742,23.328,23.729,24946,4541
2023-12-14,23.905,24.779,23.693,24.547,24408,6102
2023-12-14,23.423,24.314,22.632,23.544,40222,7768
2023-12-14,23.759,24.47,22.979,23.101,40254,9023
2023-12-14,24.946,25.323,24.652,24.889,15331,2160
2023-12-14,23.166,23.236,22.214,22.312,36734,8073
2023-12-14,23.201,23.568,22.963,23.34,29640,4029
2023-12-14,24.501,24.783,24.33,24.561,10567,8719
2023-12-14,24.664,25.302,24.544,25.265,8324,5884
2023-12-14,23.355,24.208,22.63,22.76,1716,8166
2023-12-14,23.751,24.443,23.704,23.805,43262,2610
2023-12-14,23.077,23.125,22.35,22.474,19820,2707
2023-12-14,24.716,25.585,23.983,25.497,33562,7267
2023-12-14,24.307,24.813,23.355,23.739,3498,6459
2023-12-14,24.864,25.768,24.712,24.788,8257,1387
2023-12-14,23.466,24.36,23.261,24.164,1792,5760
2023-12-14,24.216,24.71,23.356,24.572,17563,1315
2023-12-14,23.309,24.245,23.119,24.032,22756,4613
2023-12-14,23.476,23.608,22.606,23.069,18201,7685
2023-12-14,24.343,25.113,23.383,23.892,26725,9521
2023-12-14,23.399,24.054,22.447,23.765,10189,3471
2023-12-14,23.205,23.417,22.629,22.956,47775,5851
2023-12-14,24.19,24.422,23.58,24.053,21071,2515
2023-12-14,24.19,25.18,23.324,24.298,35613,2432
2023-12-14,23.675,24.31,23.212,23.941,37087,6594
2023-12-14,23.092,23.75,23.081,23.442,44330,3834
2023-12-14,24.736,24.915,23.849,24.281,6041,7712
2023-12-14,23.847,24.567,23.188,24.449,43495,3052
2023-12-14,23.616,23.895,22.711,23.412,45540,6335
2023-12-14,24.428,25.006,24.147,24.777,41981,6142
2023-12-14,23.421,24.382,23.235,23.824,12463,1894
2023-12-14,23.485,23.57,23.278,23.488,1786,5676
2023-12-14,23.263,23.275,22.435,23.219,33756,522
2023-12-14,24.803,25.451,24.394,25.315,4738,9396
2023-12-14,24.359,24.36,23.548,24.068,29082,3467
2023-12-14,24.004,24.023,23.143,23.174,13420,93
2023-12-14,23.545,24.298,22.643,22.692,9518,7299
2023-12-14,23.536,23.783,23.081,23.78,47945,6560
2023-12-14,24.078,24.554,23.512,24.023,37616,4714
2023-12-14,24.556,24.601,23.643,24.536,2561,4401
2023-12-14,23.359,24.259,22.473,23.968,12305,5457
2023-12-14,23.312,24.106,23.221,23.26,4556,6099
2023-12-14,23.69,23.813,22.892,23.107,19373,9778
2023-12-14,24.707,25.14,23.93,24.192,33250,4293
2023-12-14,23.687,24.473,23.449,23.776,32427,8057
2023-12-14,23.807,24.564,22.903,23.59,30549,9561
2023-12-14,24.653,24.676,23.862,24.185,13075,9274
2023-12-14,23.709,23.959,23.353,23.412,15141,5886
2023-12-14,23.667,24.091,23.449,23.483,40336,1581
2023-12-14,23.827,24.11,23.348,24.076,16391,223
2023-12-14,23.94,24.866,23.506,23.764,49245,6295
2023-12-14,23.661,24.168,23.282,24.057,41281,5600
2023-12-14,24.604,25.337,23.968,24.835,32252,667
2023-12-14,23.165,24.15,22.184,23.099,29393,895
2023-12-14,24.609,24.957,23.695,23.759,16552,7277
2023-12-14,24.478,25.219,24.184,25.03,48257,3932
2023-12-14,24.467,24.828,24.342,24.588,39529,9798
2023-12-14,24.946,25.938,24.245,25.449,35382,3561
2023-12-14,24.284,24.845,23.623,24.294,7033,7167
2023-12-14,24.396,25.259,24.241,25.017,17079,8084
2023-12-14,23.749,24.471,23.241,24.409,28252,5714
2023-12-14,23.78,24.772,22.964,23.645,11260,8380
2023-12-14,23.615,24.456,23.246,24.127,33046,9594
2023-12-14,24.769,24.893,24.038,24.121,22542,2324
2023-12-14,23.053,23.61,22.67,22.748,6209,5723
2023-12-14,24.169,25.059,24.149,24.425,29237,724
2023-12-14,23.636,24.016,23.403,23.662,36600,7116
2023-12-14,24.48,25.115,23.64,24.22,5108,2078
2023-12-14,23.678,24.317,22.991,23.582,37366,1074
2023-12-14,24.537,24.57,23.761,23.954,35776,7368
2023-12-14,23.758,24.605,23.391,24.287,28992,1684
2023-12-14,24.987,25.756,24.327,24.469,33271,5098
2023-12-14,23.671,24.462,22.951,24.409,37906,41
2023-12-14,24.325,24.886,23.954,24.766,49840,768
2023-12-14,23.014,23.92,22.982,23.787,47215,3195
2023-12-14,24.231,24.973,23.613,24.065,22867,8631
2023-12-14,23.824,24.596,23.418,23.753,41295,6383
2023-12-14,24.342,25.209,24.286,24.635,47673,6968
2023-12-14,23.386,24.07,22.611,22.649,20526,6727
2023-12-14,23.324,23.612,22.339,23.478,42057,3928
2023-12-14,23.634,24.259,23.547,23.846,23692,8839
2023-12-14,23.084,23.653,22.594,23.057,12782,8541
2023-12-14,23.051,24.011,22.422,22.554,49363,1918
2023-12-14,24.046,24.674,23.417,23.862,10162,5056
2023-12-14,23.953,24.36,23.384,24.046,13369,3882
2023-12-14,23.302,24.127,23.055,23.083,32118,6436
2023-12-14,24.433,24.933,24.111,24.855,15316,2247
2023-12-14,23.054,23.984,22.68,22.757,27859,7845
2023-12-14,24.028,24.553,23.094,24.283,46233,7432
2023-12-14,24.671,24.724,23.881,24.149,43196,1734
2023-12-14,23.904,23.925,23.72,23.824,47778,5731
2023-12-14,24.649,25.004,24.266,24.616,37514,8869
2023-12-14,24.716,25.654,24.244,24.543,35075,4153
2023-12-14,24.058,24.226,23.984,24.078,41334,183
2023-12-14,24.079,24.411,24.038,24.324,35821,7634
2023-12-14,23.356,24.227,22.682,23.928,20195,8608
2023-12-14,23.895,24.272,23.129,24.091,19084,8390
2023-12-14,24.519,24.678,24.481,24.629,17269,6561
2023-12-14,23.517,24.352,23.33,24.151,1759,9518
2023-12-14,24.619,24.993,24.037,24.792,18815,703
2023-12-14,24.401,24.511,23.864,24.492,43210,7947
2023-12-14,23.19,23.309,22.684,22.879,31240,3068
2023-12-14,24.673,25.542,23.994,24.282,12391,6928
2023-12-14,24.963,25.075,24.293,24.951,4243,2491
2023-12-14,24.521,24.576,24.175,24.387,11371,7607
2023-12-14,23.754,24.725,23.198,23.592,45953,9532
2023-12-14,24.522,25.335,24.399,25.331,29795,5544
2023-12-14,24.39,25.292,24.052,24.938,36824,135
2023-12-14,23.046,23.06,22.195,22.782,4127,1339
2023-12-14,24.496,24.585,23.55,23.616,13875,9650
2023-12-14,23.574,23.61,23.534,23.559,8624,6274
2023-12-14,23.239,24.178,22.348,24.038,30666,4679
2023-12-14,23.982,24.152,23.046,23.117,27938,5118
2023-12-14,23.271,24.14,22.334,23.866,5679,6215
2023-12-14,24.879,25.749,24.425,24.954,12947,6415
2023-12-14,24.665,24.675,23.793,23.831,19454,9971
2023-12-14,24.442,24.593,23.763,24.018,19529,5995
2023-12-14,23.847,24.511,23.33,24.327,36977,5401
2023-12-14,23.432,24.017,22.705,23.142,15441,3210
2023-12-14,23.139,23.644,22.698,23.572,46193,8579
2023-12-14,23.541,24.236,22.9,23.572,11368,6680
2023-12-14,24.819,25.592,24.568,25.323,21943,5877
2023-12-14,24.566,25.532,24.262,24.336,45370,3161
2023-12-14,24.22,24.645,23.44,24.158,26742,2286
2023-12-14,23.903,23.985,23.819,23.922,38576,44
2023-12-14,24.917,25.437,24.198,25.171,30217,3549
2023-12-14,23.824,24.341,23.18,23.471,37909,622
2023-12-14,23.773,24.578,23.771,24.046,21449,9484
2023-12-14,23.808,24.674,23.806,24.569,1570,1520
2023-12-14,23.692,24.235,23.022,23.751,11513,6766
2023-12-14,23.894,24.5,23.002,24.416,39192,9095
2023-12-14,23.513,24.195,23.057,24.071,9420,1202
2023-12-14,23.064,23.759,22.137,23.509,29940,7635
2023-12-14,24.964,25.184,24.346,24.996,15892,831
2023-12-14,24.635,24.822,24.298,24.5,31313,2036
2023-12-14,23.237,23.572,22.273,22.37,4401,5835
2023-12-14,24.694,25.049,24.499,25.017,45894,3137
2023-12-14,23.664,24.284,23.062,24.046,40287,3987
2023-12-14,23.743,24.247,23.588,23.844,10158,2213
2023-12-14,24.431,25.122,24.376,24.673,11709,7117
2023-12-14,23.062,23.307,22.163,22.925,11802,6098
2023-12-14,24.599,25.378,23.602,25.182,44638,6805
2023-12-14,24.678,25.617,23.859,25.018,35778,8055
2023-12-14,24.416,25.073,23.594,24.298,35451,9995
2023-12-14,24.186,24.337,23.232,23.495,15177,3879
2023-12-14,23.89,24.325,23.625,23.673,14782,7552
2023-12-14,24.603,25.26,23.929,25.185,1474,4474
2023-12-14,24.608,25.38,24.604,25.35,1898,4914
2023-12-14,24.145,24.858,23.62,24.694,20695,3560
2023-12-14,23.917,24.524,23.76,24.093,40703,6513
2023-12-14,24.173,24.801,23.461,23.894,41283,2190
2023-12-14,24.002,24.336,23.225,23.759,39145,439
2023-12-14,24.605,25.037,23.872,24.736,41255,1065
2023-12-14,24.839,25.789,24.597,25.413,31823,6991
2023-12-14,24.396,24.748,23.782,24.339,21179,7185
2023-12-14,24.632,25.126,24.069,24.225,29981,9482
2023-12-14,24.813,25.43,24.366,24.857,41393,7701
2023-12-14,24.648,25.196,24.421,25.04,8660,9235
2023-12-14,24.397,24.468,23.821,24.346,36858,6404
2023-12-14,24.253,24.295,24.224,24.288,19796,3549
2023-12-14,23.294,24.226,22.465,23.216,1485,8713
2023-12-14,23.872,24.021,23.718,23.944,40908,3110
2023-12-14,24.911,25.352,24.121,25.21,6791,9079
2023-12-14,24.897,25.084,24.645,24.944,37902,8041
2023-12-14,23.724,23.977,23.112,23.705,32325,6886
2023-12-14,24.805,25.467,24.607,25.005,18451,4079
2023-12-14,24.783,25.478,24.002,24.092,36848,4548
2023-12-14,24.049,24.094,23.646,23.718,6006,9442
2023-12-14,24.296,25.206,23.976,25.087,33354,491
2023-12-14,24.677,25.534,23.926,24.371,6260,7564
2023-12-14,23.767,23.905,23.764,23.885,19570,5165
2023-12-14,24.005,24.668,23.225,24.492,47557,1613
2023-12-14,24.564,25.057,24.119,24.358,45128,8982
2023-12-14,24.018,24.02,23.067,23.892,33905,5448
2023-12-14,23.739,24.008,23.32,23.537,36337,775
2023-12-14,24.163,24.874,23.644,24.234,21914,1772
2023-12-14,23.771,24.165,22.845,23.462,3700,3727
2023-12-14,23.681,24.607,22.943,23.979,39906,4601
2023-12-14,23.408,23.878,23.097,23.269,4147,921
2023-12-14,24.128,24.92,23.683,24.097,20133,4486
2023-12-14,24.866,25.427,24.354,24.449,12416,7975
2023-12-14,23.046,23.09,22.696,22.9,36707,3198
2023-12-14,23.679,23.899,23.526,23.659,39710,6336
2023-12-14,23.269,23.648,22.362,23.061,12373,9182
2023-12-14,24.471,24.489,24.037,24.212,3342,3990
2023-12-14,23.593,24.452,23.37,24.344,9871,7013
2023-12-14,24.765,25.205,23.878,24.377,30778,3680
2023-12-14,24.684,25.149,23.975,25.039,9384,7307
2023-12-14,23.356,23.429,22.37,22.638,49506,8481
2023-12-14,23.63,23.961,22.818,23.645,25044,5774
2023-12-14,24.813,25.068,24.536,25.049,24154,939
2023-12-14,23.569,24.009,22.876,22.879,7532,4809
2023-12-14,23.296,23.823,22.857,23.716,28957,3351
2023-12-14,23.114,23.725,22.834,23.518,19345,7916
2023-12-14,23.258,23.727,22.403,23.723,40463,2844
2023-12-14,24.456,24.498,23.589,24.495,31605,6832
2023-12-14,23.044,24.029,22.046,23.437,16032,2272
2023-12-14,24.258,25.239,24.087,24.822,10472,1588
2023-12-14,23.092,23.176,22.33,22.671,32022,363
2023-12-14,23.046,23.365,22.358,23.324,47595,5562
2023-12-14,23.865,24.834,23.789,24.006,12492,7081
2023-12-14,23.335,23.882,22.556,23.806,17869,8410
2023-12-14,23.203,23.371,22.503,23.333,25827,5017
2023-12-14,24.882,25.854,24.386,25.254,46138,2944
2023-12-14,23.883,23.895,23.852,23.859,16597,3119
2023-12-14,24.014,24.736,23.716,24.728,28970,9800
2023-12-14,23.684,24.373,22.783,23.395,31004,3565
2023-12-14,23.346,23.467,22.535,23.141,20513,4828
2023-12-14,23.206,23.591,22.86,23.19,30542,8510
2023-12-14,23.959,24.519,23.071,24.045,37932,1656
2023-12-14,23.444,23.593,22.538,23.115,1429,2478
2023-12-14,23.655,24.375,23.322,24.285,24171,1196
2023-12-14,23.149,23.887,22.968,23.379,18442,9663
2023-12-14,24.285,24.928,24.021,24.327,39506,2443
2023-12-14,23.195,24.113,22.645,23.699,33734,7882
2023-12-14,23.463,23.844,23.02,23.26,16156,5211
2023-12-14,23.128,24.004,22.204,23.459,40984,605
2023-12-14,24.224,24.805,23.903,24.582,42826,8856
2023-12-14,23.548,23.566,22.748,23.235,11714,8892
2023-12-14,23.913,24.263,23.613,24.205,49197,9252
2023-12-14,23.523,23.872,22.707,23.74,3044,5572
2023-12-14,24.869,24.888,24.636,24.743,35202,9698
2023-12-14,24.188,24.569,24.095,24.15,33894,9096
2023-12-14,24.055,24.191,23.394,23.803,35030,1779
2023-12-14,23.273,23.771,22.819,22.995,22306,8357
2023-12-14,23.333,24.304,22.841,23.223,20133,2099
2023-12-14,23.142,23.406,22.461,23.146,38749,3934
2023-12-14,23.704,24.174,23.399,23.894,41981,6866
2023-12-14,24.833,25.251,24.016,24.3,40340,6800
2023-12-14,24.943,25.39,24.513,24.626,3878,1522
2023-12-14,24.005,24.845,23.5,24.808,48870,8856
2023-12-14,23.606,24.553,23.32,24.387,37447,2146
2023-12-14,24.188,24.983,24.147,24.309,35050,6804
2023-12-14,23.511,23.939,23.215,23.695,47070,6936
2023-12-14,24.683,25.222,24.655,24.856,27846,6658
2023-12-14,23.947,24.408,23.455,23.927,15591,2318
2023-12-14,24.803,24.884,24.442,24.646,45238,600
2023-12-14,23.036,23.83,22.374,22.623,2699,2870
2023-12-14,24.857,25.837,24.66,24.947,42440,9822
2023-12-14,24.622,24.673,23.892,24.141,32471,2627
2023-12-14,23.948,24.503,23.312,24.136,30973,5360
2023-12-14,24.825,25.79,24.771,25.745,4570,5462
2023-12-14,23.07,23.408,22.459,22.928,4765,367
2023-12-14,24.824,25.562,24.677,24.698,28552,7235
2023-12-14,23.138,23.202,22.842,22.926,9419,1126
2023-12-14,24.796,25.792,24.002,24.253,18884,7658
2023-12-14,23.305,24.142,22.534,23.897,3684,3282
2023-12-14,24.987,25.467,24.643,24.871,14480,1227
2023-12-14,23.412,24.299,23.254,23.903,17734,8551
2023-12-14,23.073,23.331,22.754,22.898,37620,5732
2023-12-14,23.508,23.578,22.843,23.431,39387,6940
2023-12-14,23.504,23.992,22.519,22.888,21271,484
2023-12-14,23.256,23.846,22.434,23.776,38091,9400
2023-12-14,24.41,24.545,24.155,24.186,45940,9337
2023-12-14,23.021,23.929,22.675,23.73,28818,9488
2023-12-14,23.669,24.644,22.976,23.802,49635,4113
2023-12-14,23.859,24.677,23.073,24.283,38624,4657
2023-12-14,23.761,24.683,23.022,24.402,20924,8622
2023-12-14,23.437,24.131,23.031,23.212,49188,9871
2023-12-14,23.662,24.366,22.943,23.02,41618,6933
2023-12-14,23.191,23.488,22.867,22.921,13242,7349
2023-12-14,24.885,25.488,24.527,25.108,11051,9158
2023-12-14,23.419,23.624,23.117,23.208,32021,7152
2023-12-14,24.839,25.134,24.635,25.031,35876,4044
2023-12-14,24.92,25.53,24.018,24.456,20515,5499
2023-12-14,24.525,25.12,24.181,24.869,8568,8631
2023-12-14,23.879,24.581,23.742,24.052,2590,4332
2023-12-14,23.998,24.735,23.811,24.513,9777,9345
2023-12-14,24.124,24.195,23.374,23.792,44488,3045
2023-12-14,23.608,24.287,23.192,23.952,11012,7895
2023-12-14,24.508,24.865,23.726,24.506,12918,335
2023-12-14,24.177,24.787,23.375,24.425,46315,2238
2023-12-14,23.083,23.835,22.169,23.833,19617,1545
2023-12-14,24.975,25.736,24.634,25.195,44581,9808
2023-12-14,23.784,24.491,23.105,24.412,6809,4963
2023-12-14,23.598,24.263,22.75,23.241,47808,9805
2023-12-14,24.749,25.481,24.324,24.438,13443,1703
2023-12-14,23.297,24.284,23.114,23.248,2058,7042
2023-12-14,24.102,24.176,23.294,23.823,5618,2543
2023-12-14,23.951,24.741,23.938,24.181,18741,7356
2023-12-14,24.483,25.176,23.541,24.177,48894,1599
2023-12-14,23.145,23.204,22.685,22.998,42008,9022
2023-12-14,23.876,24.788,23.189,24.485,27406,18
2023-12-14,23.913,23.955,23.198,23.526,34694,5237
2023-12-14,23.612,24.331,23.594,23.943,38699,2301
2023-12-14,24.541,25.41,24.311,25.002,24475,3044
2023-12-14,24.467,25.385,24.04,24.794,11018,1870
2023-12-14,24.248,24.463,23.878,24.29,27320,5913
2023-12-14,24.584,25.492,24.234,24.972,24377,8868
2023-12-14,23.675,23.926,22.88,23.199,19212,1406
2023-12-14,23.682,24.208,22.969,23.392,22578,3467
2023-12-14,23.352,24.279,22.505,23.589,30407,1569
2023-12-14,24.56,25.12,24.279,24.283,26598,5010
2023-12-14,23.187,23.868,22.92,23.666,20549,4795
2023-12-14,24.286,24.885,23.492,24.272,24205,9286
2023-12-14,24.298,25.036,24.278,24.941,29231,9597
2023-12-14,24.538,25.466,23.788,24.027,4667,4298
2023-12-14,23.138,23.349,22.36,22.818,5644,7942
2023-12-14,24.82,25.115,24.29,24.93,45483,5461
2023-12-14,24.781,25.612,23.787,25.04,45779,1773
2023-12-14,23.457,24.374,22.637,23.944,37136,1554
2023-12-14,23.247,23.547,22.585,23.206,37705,2064
2023-12-14,24.506,25.29,24.359,25.053,21524,3266
2023-12-14,24.846,25.558,24.065,24.894,49979,8768
2023-12-14,24.212,24.395,23.379,23.507,48641,8762
2023-12-14,23.66,24.019,22.708,23.068,20813,1823
2023-12-14,24.365,24.685,23.575,24.423,47919,5373
2023-12-14,24.934,25.696,24.921,25.082,4210,7735
2023-12-14,23.194,23.837,22.812,23.705,34201,12
2023-12-14,24.498,24.767,24.435,24.503,44073,1454
2023-12-14,23.016,23.524,23.016,23.092,39406,2450
2023-12-14,24.242,24.713,23.772,24.12,14709,8468
2023-12-14,24.89,25.534,23.952,25.346,35766,2509
2023-12-14,24.431,25.327,23.878,25.225,49443,5641
2023-12-14,23.267,23.414,23.018,23.323,42001,4089
2023-12-14,24.454,24.995,23.859,24.208,32790,2494
2023-12-14,24.557,24.619,24.415,24.594,26050,4411
2023-12-14,23.288,23.45,23.099,23.428,25554,4074
2023-12-14,23.573,23.671,23.11,23.122,2005,1850
2023-12-14,23.814,24.506,23.036,24.419,39799,8830
2023-12-14,24.214,24.832,24.068,24.507,24576,1923
2023-12-14,23.875,24.284,23.168,24.019,20079,4740
2023-12-14,24.232,24.573,23.319,24.409,46556,6012
